,Valor,Calificacion,Area
8756,1083737,1.0,1316
8758,578185,5.0,2381
8759,782358,6.0,4270
8760,1090720,8.0,1034
8761,979527,5.0,2504
8762,767683,2.0,1920
8763,863776,10.0,2713
8764,1130275,1.0,2931
8765,816570,2.0,2262
8766,913778,6.0,3047
8767,730200,3.0,4010
8768,855903,8.0,1519
8769,759608,2.0,3803
8770,570405,2.0,3650
8771,377747,8.0,1493
8772,422873,2.0,526
8773,370017,4.0,1221
8774,379853,10.0,221
8775,727210,2.0,3716
8776,514538,2.0,3999
8778,493159,5.0,3831
8779,1105038,8.0,3547
8780,470445,6.0,3312
8781,859134,2.0,4108
8782,919853,5.0,2354
8783,828659,1.0,1687
8784,739089,7.0,2489
8785,555446,10.0,3268
8786,397942,9.0,3171
8787,745524,3.0,4756
8788,414685,9.0,1711
8789,794251,10.0,421
8790,748877,8.0,3207
8791,462370,4.0,3479
8792,623010,6.0,4511
8793,680844,5.0,3027
8794,746462,4.0,1816
8795,967552,6.0,4073
8796,950828,4.0,2384
8797,875390,8.0,1036
8798,513370,8.0,1379
8799,363198,6.0,2827
8800,898149,4.0,1665
8801,631403,8.0,1781
8802,441103,6.0,1650
8804,718649,1.0,1562
8805,888124,3.0,4483
8806,408739,1.0,950
8807,552801,9.0,4654
8808,759587,9.0,2812
8809,386124,3.0,1266
8810,874843,9.0,3025
8811,1012503,4.0,3426
8812,744601,7.0,610
8813,1008044,6.0,3845
8814,849429,3.0,1871
8815,515963,5.0,4309
8816,1076064,2.0,4670
8817,1018764,6.0,1072
8818,1129119,1.0,1095
8819,1004252,2.0,2724
8820,594848,4.0,1771
8821,531641,4.0,4327
8823,525438,2.0,4911
8824,981024,4.0,4044
8825,376448,3.0,1496
8826,493011,8.0,4883
8827,572293,7.0,2115
8828,715302,7.0,2915
8829,496124,8.0,1629
8830,420555,2.0,1991
8831,974136,1.0,2983
8833,364822,5.0,3642
8834,408382,10.0,514
8835,800476,10.0,1386
8836,449776,8.0,394
8837,724765,8.0,4827
8838,1065058,6.0,1087
8839,1041668,3.0,4569
8841,445074,4.0,3361
8842,845002,1.0,3505
8843,758482,3.0,1419
8844,785114,10.0,870
8845,676252,8.0,3263
8847,518343,3.0,4628
8848,782961,7.0,1064
8849,1025731,8.0,639
8850,615703,4.0,4768
8851,1049345,1.0,2437
8852,1098801,1.0,4880
8853,1110392,2.0,1233
8854,1000273,8.0,4966
8855,1139203,5.0,3741
8856,603565,2.0,626
8857,713550,2.0,3669
8858,768207,4.0,1119
8859,836559,8.0,4439
8860,566361,2.0,2028
8861,1135588,1.0,196
8862,838574,7.0,2012
8863,370116,8.0,4642
8864,1009110,9.0,2067
8865,674872,3.0,609
8866,576850,1.0,2178
8867,1139775,7.0,2987
8868,364636,5.0,1410
8869,822043,9.0,3543
8870,443088,6.0,498
8871,826574,7.0,1930
8872,537042,4.0,757
8873,403721,9.0,3124
8874,923568,8.0,955
8875,759257,6.0,3539
8876,758771,1.0,1302
8877,414058,6.0,652
8878,819862,8.0,4585
8879,370150,8.0,834
8880,481754,9.0,4495
8881,754397,9.0,1106
8882,850890,9.0,4120
8883,921662,7.0,2500
8884,960890,3.0,739
8886,521444,7.0,970
8887,862636,5.0,4263
8888,555338,7.0,4606
8889,717293,7.0,2064
8890,769589,4.0,4438
8891,1066692,2.0,2539
8892,963853,1.0,4670
8893,1146213,9.0,1124
8894,673646,7.0,3242
8895,632371,1.0,3215
8897,554585,10.0,4099
8898,558967,4.0,1914
8899,405171,4.0,2653
8900,953882,2.0,3829
8901,699622,1.0,717
8902,1035851,4.0,294
8904,901137,7.0,984
8905,830033,7.0,4474
8906,576285,7.0,4125
8907,532309,5.0,3967
8909,1009449,2.0,655
8910,440343,2.0,407
8913,1031542,1.0,580
8915,981648,1.0,3554
8916,960691,6.0,2990
8917,558828,5.0,2501
8919,992155,1.0,3900
8921,952258,5.0,2447
8922,830994,9.0,1292
8923,676994,8.0,1394
8924,864070,7.0,1644
8925,545693,6.0,2446
8927,858973,10.0,3384
8929,643046,10.0,3382
8931,586046,9.0,3322
8932,878412,1.0,1798
8933,715240,2.0,564
8934,603221,1.0,2928
8935,422589,9.0,545
8936,635478,5.0,4196
8937,923544,2.0,2302
8938,630255,6.0,4591
8939,566911,9.0,2578
8940,950770,2.0,3396
8941,656012,4.0,2807
8942,1058421,6.0,2279
8943,1085403,6.0,391
8945,677706,8.0,4621
8946,832330,2.0,4421
8947,1091691,6.0,4927
8948,1057524,5.0,4418
8949,928138,5.0,2671
8950,867496,4.0,2315
8951,523063,3.0,3196
8952,596924,2.0,349
8953,870835,2.0,2720
8955,515542,4.0,2731
8956,856488,6.0,2608
8957,926222,9.0,4021
8958,360530,4.0,4300
8959,729324,10.0,2223
8960,1105653,6.0,3549
8961,432391,1.0,849
8962,577333,4.0,915
8963,592270,9.0,4420
8965,425963,3.0,4046
8966,631591,1.0,4450
8967,1121684,3.0,4895
8968,980644,7.0,328
8969,518364,7.0,4791
8970,661743,2.0,1066
8971,358890,2.0,3028
8972,1073655,4.0,4913
8973,1124644,2.0,2411
8974,730296,3.0,1745
8975,808183,8.0,924
8976,666657,3.0,3102
8977,1026867,1.0,2968
8978,550452,4.0,2119
8979,682715,5.0,3766
8981,1021561,6.0,1794
8982,717546,5.0,843
8984,602635,5.0,260
8986,826397,2.0,1215
8987,891619,8.0,2071
8988,637977,1.0,4495
8989,766288,9.0,4172
8990,1090632,2.0,1718
8991,917132,2.0,2253
8992,607632,7.0,3887
8993,946408,4.0,898
8994,814866,5.0,3223
8996,463076,9.0,3312
8997,494258,10.0,242
8998,1120568,2.0,1122
8999,704380,4.0,829
9000,478946,5.0,2272
9001,887330,10.0,3115
9002,357575,2.0,1370
9003,507517,7.0,1417
9007,695879,1.0,1878
9008,460033,9.0,488
9009,365002,8.0,3005
9010,781851,4.0,1844
9011,1014515,7.0,676
9012,472176,8.0,581
9016,851370,5.0,1024
9017,704150,5.0,1914
9018,898806,6.0,3326
9019,876956,1.0,1758
9020,1087394,5.0,3257
9021,862343,3.0,3236
9022,1058190,6.0,4760
9023,977004,4.0,4169
9024,736187,9.0,1339
9025,1065907,10.0,3419
9026,1076268,3.0,4246
9027,651421,8.0,830
9028,356602,2.0,3978
9029,890335,4.0,876
9030,971541,2.0,3822
9031,723147,6.0,520
9032,1117774,9.0,306
9033,1144259,1.0,3356
9034,932724,3.0,3917
9035,608251,7.0,1874
9036,1075688,2.0,4778
9037,873692,6.0,2818
9038,1117273,1.0,4732
9039,794406,6.0,466
9040,681009,6.0,573
9041,677826,3.0,4503
9042,1043491,8.0,3424
9043,513969,10.0,1082
9044,569913,5.0,3715
9045,758717,9.0,289
9046,1059268,1.0,3035
9047,779130,7.0,1826
9048,919307,5.0,475
9049,691673,9.0,443
9050,704246,4.0,1848
9051,617705,9.0,1961
9052,1014113,8.0,3579
9053,1123592,5.0,1418
9054,774552,7.0,4576
9055,449855,3.0,3980
9056,418249,1.0,2151
9057,570348,5.0,1926
9059,675607,6.0,2424
9060,676423,7.0,2194
9061,431280,1.0,3173
9064,746227,7.0,1527
9065,789630,8.0,619
9067,368687,1.0,3656
9068,375273,6.0,646
9070,1131149,2.0,3133
9071,547293,5.0,3889
9072,504184,10.0,4025
9073,672130,6.0,1111
9074,589302,8.0,4398
9075,472033,8.0,4158
9076,488377,6.0,2413
9077,992520,3.0,907
9078,722268,4.0,580
9079,404054,7.0,3232
9080,1114625,2.0,1675
9081,1123437,6.0,2036
9082,540033,3.0,1811
9083,718694,3.0,3785
9084,1100450,10.0,3228
9085,686890,5.0,730
9086,379362,5.0,1840
9087,751613,6.0,183
9088,498081,5.0,2453
9089,893250,1.0,3833
9090,634275,3.0,4620
9091,589243,6.0,1682
9092,619196,6.0,860
9093,900705,8.0,2080
9094,1006409,2.0,2385
9095,1056162,10.0,4164
9096,667870,6.0,3601
9097,583748,1.0,3106
9098,538299,6.0,720
9099,990212,6.0,2363
9100,458614,1.0,2364
9101,737602,5.0,2068
9102,988333,10.0,4644
9103,991418,4.0,1694
9104,1001693,7.0,4313
9105,473230,4.0,1027
9106,691182,7.0,4632
9107,892099,8.0,856
9108,503488,1.0,2101
9109,989371,7.0,3292
9110,1127124,8.0,179
9111,654430,9.0,4412
9112,590115,10.0,4648
9114,546529,5.0,3124
9115,966339,7.0,3233
9116,685566,9.0,1511
9118,714282,7.0,4192
9119,745315,4.0,1601
9120,1022481,9.0,4916
9122,607399,9.0,3786
9123,544032,5.0,2050
9124,1143374,4.0,1774
9125,675274,6.0,3624
9126,643059,4.0,4139
9127,951396,4.0,2670
9128,879750,3.0,3264
9129,767005,8.0,4636
9130,480380,10.0,2299
9131,862794,1.0,1818
9132,936388,10.0,2960
9134,1035703,10.0,3459
9135,375479,6.0,3674
9136,480514,8.0,885
9137,641713,6.0,1719
9138,429890,3.0,3401
9140,684120,9.0,3368
9141,1013379,4.0,2352
9142,633796,5.0,1085
9143,573047,1.0,2676
9144,397557,9.0,3373
9145,376594,2.0,4519
9146,979539,4.0,4740
9147,1074681,2.0,2861
9148,754578,7.0,1177
9149,689392,6.0,2248
9150,398476,10.0,4032
9151,1101587,5.0,313
9152,818055,3.0,3680
9153,427451,6.0,684
9154,652886,9.0,2863
9155,1126356,6.0,1743
9156,1020684,9.0,2090
9157,412853,4.0,2672
9158,498779,8.0,4336
9159,608301,3.0,2030
9160,586112,2.0,2503
9161,799827,3.0,3649
9162,864047,5.0,2139
9163,803086,10.0,4945
9164,692046,8.0,4389
9165,516573,4.0,1000
9166,1137675,6.0,400
9167,397413,2.0,3997
9168,562259,6.0,1131
9169,1106270,6.0,1786
9170,559501,4.0,2297
9171,368588,5.0,3385
9172,990044,8.0,1223
9173,1090633,9.0,4879
9174,1052230,8.0,2684
9175,897055,10.0,4548
9176,945726,2.0,2431
9177,720515,3.0,3410
9178,728773,3.0,4385
9180,389837,3.0,2483
9182,979632,1.0,4440
9183,1030548,9.0,1104
9185,749944,5.0,1592
9186,733929,7.0,4003
9187,1119090,3.0,3231
9188,1040127,5.0,2368
9189,958856,3.0,3880
9190,515709,7.0,662
9191,642259,10.0,2018
9193,515598,8.0,1790
9194,846901,3.0,3183
9196,934690,1.0,753
9197,418791,2.0,4018
9198,699830,7.0,3556
9199,596929,3.0,3527
9200,697947,10.0,4201
9201,1134992,5.0,1473
9202,812914,5.0,4044
9203,491626,6.0,1546
9204,514201,6.0,3874
9205,773423,9.0,731
9206,404854,6.0,1068
9207,420545,2.0,2718
9208,652172,6.0,3636
9209,774467,4.0,3010
9210,1090525,3.0,4739
9211,971835,1.0,3453
9213,786666,6.0,787
9214,593729,3.0,1457
9215,564932,8.0,917
9216,1106100,7.0,2599
9218,563761,6.0,643
9219,871732,2.0,3776
9220,374344,8.0,4338
9221,1146816,4.0,3663
9223,1107459,2.0,4538
9224,751912,1.0,1876
9225,991241,8.0,4619
9226,362874,7.0,509
9228,605255,10.0,785
9229,824530,7.0,3100
9230,1130657,1.0,1700
9231,1136606,4.0,1490
9232,915918,1.0,1940
9233,360234,6.0,4541
9235,834777,9.0,2275
9236,614810,1.0,1710
9237,958571,6.0,220
9238,502823,8.0,4078
9239,780920,4.0,3228
9240,490637,5.0,3684
9241,418927,9.0,2581
9242,1038540,3.0,1790
9243,1043426,9.0,2879
9244,1096301,3.0,4561
9245,902626,8.0,649
9246,816444,2.0,4486
9247,1072625,7.0,2426
9248,520890,9.0,3970
9249,916397,1.0,3820
9250,849964,4.0,2790
9251,1055073,6.0,1469
9252,1085669,5.0,4708
9253,906792,6.0,1513
9254,856993,1.0,658
9255,921290,8.0,4262
9256,879122,4.0,4846
9257,995666,1.0,257
9259,587234,6.0,1748
9260,705739,4.0,3587
9261,895837,4.0,1328
9262,1106214,5.0,1268
9263,949205,7.0,970
9264,830288,1.0,1848
9265,485163,1.0,2712
9266,428366,5.0,2282
9267,611219,7.0,2458
9268,431937,6.0,309
9269,407059,6.0,2533
9270,437672,8.0,612
9271,485260,2.0,4475
9272,365291,4.0,2893
9273,812885,2.0,582
9275,603237,6.0,1364
9277,517352,1.0,463
9278,873232,1.0,4340
9279,1044328,5.0,2428
9280,409871,7.0,1673
9281,1000547,8.0,1074
9282,1128924,1.0,4282
9283,665722,4.0,4770
9284,942928,4.0,4843
9285,585760,6.0,2604
9286,1098956,5.0,1477
9287,1133278,1.0,654
9288,881137,2.0,3067
9289,847830,7.0,2861
9290,642340,9.0,4417
9292,403348,1.0,4634
9293,600666,6.0,4275
9294,994799,6.0,2207
9295,1040464,7.0,2692
9296,873133,6.0,2870
9297,853458,6.0,4837
9298,422463,6.0,2566
9299,731576,8.0,1525
9300,631869,5.0,1022
9301,672211,5.0,2660
9303,387957,7.0,827
9304,820847,8.0,1658
9305,635279,10.0,1425
9306,413576,4.0,3854
9307,851546,8.0,4921
9308,1030776,5.0,1696
9309,1058369,2.0,3501
9310,962492,2.0,657
9311,991758,9.0,276
9313,389414,5.0,1985
9314,446050,9.0,1321
9316,473644,9.0,3111
9317,583522,7.0,4564
9319,516135,9.0,1965
9320,650477,7.0,498
9321,875147,3.0,1465
9322,860428,1.0,2088
9324,738986,9.0,3195
9327,921136,1.0,760
9328,867994,8.0,2217
9330,988981,6.0,2375
9332,1059357,5.0,4688
9333,902663,1.0,1946
9334,792711,4.0,3173
9335,1018824,6.0,4339
9336,502095,3.0,791
9337,710678,4.0,3908
9338,942157,6.0,1258
9339,628092,4.0,3610
9340,1136310,4.0,2939
9341,533365,2.0,810
9342,644631,5.0,1047
9343,655983,6.0,3563
9344,578396,10.0,237
9345,679058,1.0,3846
9347,895068,5.0,3266
9349,403325,7.0,2564
9350,1011678,6.0,748
9352,843580,9.0,3401
9353,1026668,5.0,3229
9354,688145,2.0,1784
9355,1066747,10.0,1444
9356,861099,1.0,3682
9357,1105455,3.0,3642
9358,434171,6.0,4896
9359,378254,1.0,3925
9360,561148,8.0,2506
9361,833042,2.0,3744
9363,1055612,4.0,195
9364,824657,1.0,167
9365,531949,4.0,4720
9366,927034,3.0,3834
9367,1044845,7.0,4504
9368,835768,1.0,1624
9369,624232,8.0,1685
9370,779349,1.0,182
9371,751504,4.0,3885
9372,541699,10.0,1727
9373,362822,2.0,2921
9374,851654,8.0,2961
9375,859560,1.0,1896
9376,386139,7.0,2117
9377,382678,7.0,3564
9378,731222,8.0,3863
9379,969277,4.0,4586
9380,1149542,1.0,2210
9381,778199,4.0,4652
9382,990986,5.0,4354
9383,1035024,3.0,4147
9385,471538,2.0,1273
9386,864612,9.0,949
9387,817989,9.0,597
9388,405184,7.0,1295
9389,464861,6.0,1385
9390,584550,5.0,1433
9391,1080789,3.0,4661
9392,1134637,4.0,3960
9393,691456,4.0,3022
9394,1111191,3.0,4458
9395,448244,2.0,4821
9396,1043219,7.0,896
9397,470709,6.0,2209
9398,1019041,3.0,190
9400,804371,3.0,4190
9401,617692,7.0,1752
9402,662094,7.0,2113
9404,724086,5.0,4861
9405,726215,9.0,2394
9406,960691,4.0,2636
9407,390011,4.0,2407
9408,1037025,9.0,4091
9409,387794,5.0,3086
9410,411999,5.0,4024
9411,810216,8.0,1772
9412,352055,9.0,1765
9413,480346,9.0,3428
9414,404494,2.0,1301
9415,436076,3.0,2402
9416,700555,1.0,4231
9417,833240,6.0,1272
9418,474526,3.0,654
9420,840730,6.0,3900
9421,868465,6.0,2192
9422,836177,9.0,907
9423,523599,6.0,3716
9424,675865,4.0,3042
9425,974401,4.0,3093
9427,524460,3.0,4534
9428,714797,6.0,1600
9429,393177,5.0,1094
9430,896241,8.0,1565
9431,666106,1.0,3137
9432,668967,7.0,3974
9433,625042,7.0,3414
9434,543253,7.0,4507
9435,452464,8.0,1418
9436,591768,3.0,2703
9437,793270,6.0,1426
9438,594832,1.0,3056
9439,890657,6.0,1142
9441,489325,3.0,605
9443,1063693,2.0,2242
9444,777257,8.0,2543
9445,369994,8.0,4007
9446,914352,6.0,1813
9447,509415,6.0,3297
9448,401397,10.0,1623
9449,392751,9.0,4766
9450,826142,9.0,2118
9451,468016,7.0,1407
9452,1126297,10.0,2043
9453,1016098,6.0,1116
9454,716101,6.0,4456
9455,416490,9.0,2138
9457,472410,1.0,3065
9460,798237,7.0,1024
9461,551228,9.0,220
9462,655345,2.0,4470
9464,1070591,7.0,400
9465,496472,8.0,2386
9466,796414,2.0,402
9467,557546,9.0,1748
9468,391895,4.0,3646
9469,811125,4.0,1300
9470,562549,1.0,801
9471,418231,6.0,3250
9472,838349,2.0,304
9473,767022,6.0,777
9474,750787,5.0,4629
9475,607258,4.0,3498
9476,1133897,1.0,4100
9477,950061,9.0,4524
9478,350753,9.0,2566
9480,1013416,3.0,2230
9481,841987,9.0,867
9482,1063709,9.0,383
9483,1132762,8.0,1682
9484,394974,4.0,4164
9485,1132566,6.0,1800
9486,528172,6.0,4352
9487,1111077,5.0,2858
9488,427925,4.0,4185
9490,791724,8.0,633
9491,783916,1.0,3393
9492,695113,9.0,4575
9493,674066,9.0,4388
9494,466156,5.0,4049
9495,1149454,6.0,580
9496,945156,6.0,3282
9497,585606,1.0,1825
9498,877378,9.0,3257
9499,849022,5.0,2113
9500,575387,6.0,1229
9501,771342,2.0,3362
9502,1116119,9.0,3707
9504,592006,1.0,2496
9505,858273,6.0,3706
9506,445551,6.0,2664
9507,989114,2.0,3788
9508,733015,8.0,4793
9509,1136269,5.0,2844
9511,1003820,2.0,1891
9512,656328,2.0,2214
9513,397598,8.0,2621
9514,622642,8.0,1385
9515,1037714,2.0,2784
9516,1053382,6.0,1816
9517,781162,3.0,4119
9518,1054546,3.0,362
9520,429179,5.0,2820
9521,608588,10.0,2141
9522,842375,6.0,3585
9523,498845,8.0,1445
9524,1090248,6.0,2202
9525,570840,5.0,3223
9526,544714,5.0,3690
9527,1092240,3.0,2254
9528,1135027,5.0,1791
9529,855628,6.0,4179
9530,1019055,5.0,2679
9531,371064,4.0,3786
9532,639695,10.0,873
9534,729040,2.0,933
9535,433012,2.0,2621
9536,768161,1.0,4686
9537,807220,10.0,899
9538,883539,8.0,3933
9539,623176,7.0,1280
9540,723969,2.0,3985
9541,1133641,1.0,426
9542,927878,2.0,2761
9543,656054,7.0,4486
9544,561594,3.0,1509
9545,1065214,7.0,1548
9546,1110187,1.0,295
9547,679866,2.0,694
9548,534177,1.0,723
9549,603425,7.0,3220
9550,1000958,4.0,552
9551,415502,10.0,3465
9552,942215,4.0,2751
9553,1023874,1.0,643
9554,596683,1.0,3835
9555,1098544,9.0,2370
9556,374669,8.0,3427
9557,744424,7.0,4066
9558,616046,6.0,4902
9559,1070616,1.0,4070
9560,647878,7.0,1268
9561,431465,4.0,3361
9562,469501,3.0,1209
9563,931985,7.0,4527
9564,833141,8.0,1915
9565,603546,1.0,4061
9566,403197,1.0,3088
9567,794035,8.0,872
9568,443959,5.0,1335
9569,661846,8.0,4355
9570,999237,2.0,2107
9571,1038643,2.0,4940
9572,420775,4.0,3452
9573,883814,5.0,4516
9574,1135103,4.0,1721
9575,860561,2.0,4285
9576,1142538,4.0,2063
9577,609077,7.0,1757
9578,950385,6.0,1311
9579,458028,4.0,712
9580,977907,6.0,1781
9581,1060494,2.0,3086
9583,405797,2.0,2678
9584,865266,8.0,2915
9585,407799,8.0,1994
9586,1033659,10.0,519
9587,901021,2.0,572
9589,608792,8.0,2376
9590,416679,1.0,2452
9593,363079,6.0,3716
9594,999105,10.0,2875
9595,494306,10.0,2461
9596,898244,7.0,4486
9597,906552,6.0,3174
9598,1067776,1.0,4413
9599,1068643,8.0,4145
9600,680440,9.0,660
9601,908933,7.0,1814
9602,424045,2.0,3845
9603,848921,7.0,4633
9604,736854,5.0,3375
9605,693991,3.0,4475
9606,1096473,5.0,3821
9607,950466,10.0,3965
9608,543955,2.0,1281
9609,549727,10.0,4328
9610,476847,3.0,2273
9611,732444,6.0,2059
9612,630796,6.0,4811
9613,1047159,3.0,2984
9614,820325,5.0,2420
9615,396135,8.0,1522
9616,681369,2.0,3860
9618,717241,7.0,1237
9619,636175,4.0,947
9620,1098272,7.0,1228
9622,466946,2.0,885
9623,747599,4.0,1790
9625,1124316,1.0,1234
9626,854639,7.0,4155
9627,931986,6.0,4180
9629,759506,6.0,2738
9631,830805,6.0,4782
9632,1045161,10.0,3157
9633,571094,3.0,1948
9634,992621,3.0,2222
9635,910885,9.0,3328
9637,669202,3.0,1550
9638,595217,5.0,3187
9639,992550,5.0,4297
9640,1092206,6.0,1811
9641,399495,9.0,454
9642,875425,2.0,217
9643,437319,6.0,660
9644,1022816,2.0,4521
9645,385185,9.0,4100
9646,927074,7.0,2397
9647,876989,9.0,1335
9649,861815,7.0,4158
9650,393999,10.0,1082
9651,488400,1.0,765
9652,664720,3.0,3315
9653,380456,1.0,1378
9654,1050186,6.0,949
9655,957403,6.0,2787
9656,508071,1.0,3639
9657,485733,6.0,3240
9658,791908,6.0,1613
9659,882001,8.0,417
9660,998008,7.0,1724
9661,992559,5.0,1778
9662,393072,1.0,1873
9663,977287,2.0,4917
9664,1041991,7.0,1903
9666,358394,6.0,160
9667,392714,6.0,3849
9668,758175,8.0,1030
9669,382393,5.0,3602
9670,885247,9.0,2885
9671,832378,2.0,2302
9672,851944,1.0,4788
9673,510384,8.0,1571
9674,896473,9.0,4207
9675,847732,8.0,1193
9676,434704,9.0,3499
9677,736279,8.0,4401
9678,536874,2.0,4560
9679,568329,3.0,4765
9680,418220,8.0,4321
9682,393864,2.0,234
9683,653334,7.0,354
9684,1080016,5.0,2435
9685,478561,3.0,3282
9686,999233,8.0,245
9687,560802,5.0,2450
9688,1131571,5.0,341
9689,1149615,9.0,1757
9690,420328,3.0,4228
9691,780130,3.0,2741
9692,935397,3.0,1190
9693,751493,1.0,2275
9694,946165,6.0,4222
9695,468509,9.0,2411
9696,881028,4.0,624
9698,668490,7.0,2704
9700,693099,2.0,1270
9701,937930,2.0,4705
9702,446755,6.0,4919
9703,1047947,7.0,400
9704,1093653,6.0,1374
9705,660011,8.0,4543
9706,700484,2.0,2240
9707,724723,6.0,3501
9708,362382,7.0,2048
9709,743610,9.0,4946
9710,1077544,2.0,3813
9712,1097845,1.0,3423
9713,700889,8.0,1470
9714,517857,1.0,545
9715,813744,8.0,4234
9716,871244,2.0,2696
9717,908312,9.0,3212
9719,1043469,9.0,4756
9720,963180,9.0,4091
9722,636833,1.0,971
9723,835990,3.0,3218
9724,1124373,10.0,1449
9725,1131241,7.0,476
9726,358199,3.0,4813
9727,425769,6.0,347
9728,1026575,2.0,4547
9729,972003,7.0,2329
9730,856291,4.0,4858
9731,1085388,10.0,3650
9733,575830,1.0,4740
9734,673239,2.0,2450
9735,777175,6.0,3200
9736,387117,4.0,4780
9738,643883,4.0,3782
9739,442763,7.0,4107
9741,544017,2.0,615
9742,592415,5.0,1138
9743,639629,9.0,4714
9744,1143538,10.0,1000
9746,1146217,9.0,817
9747,1117347,8.0,3276
9748,798032,6.0,2454
9749,958350,4.0,1657
9750,899671,6.0,2931
9751,664662,1.0,2213
9752,877257,9.0,1020
9754,1135873,1.0,2865
9755,677047,1.0,4793
9756,397614,10.0,344
9757,797670,7.0,4261
9758,465279,3.0,4975
9759,678614,8.0,2560
9760,602321,1.0,4210
9761,1147203,3.0,2125
9762,417264,4.0,4014
9763,865546,1.0,3053
9764,558410,6.0,2321
9765,1146514,5.0,451
9766,658161,8.0,3070
9767,752763,5.0,1108
9768,869235,7.0,1324
9769,671243,4.0,4582
9770,675261,5.0,4900
9771,877584,2.0,4484
9772,1108475,7.0,2090
9773,580488,4.0,4310
9774,585120,6.0,4428
9775,714139,6.0,3487
9776,764633,1.0,3070
9777,1035608,9.0,1991
9778,679565,6.0,1014
9779,664593,4.0,714
9780,963605,6.0,4851
9781,880717,8.0,470
9783,740893,3.0,2336
9784,648041,2.0,1054
9785,512031,2.0,1172
9786,1008886,1.0,2330
9787,649444,4.0,3598
9788,404014,9.0,589
9789,1050751,5.0,153
9790,615443,9.0,2555
9791,1114665,9.0,854
9792,975734,2.0,1177
9793,613975,10.0,4768
9794,515684,6.0,3539
9795,662490,1.0,3496
9796,641447,3.0,4839
9797,696008,2.0,544
9798,1115034,5.0,2665
9799,588428,7.0,4579
9800,1086443,1.0,4506
9801,528989,2.0,1045
9802,1126972,2.0,4909
9803,851073,8.0,1844
9804,882216,8.0,3359
9805,437737,10.0,4385
9806,854617,1.0,249
9807,844706,2.0,3938
9808,589277,5.0,187
9809,444989,6.0,2138
9810,406413,6.0,4801
9811,542903,3.0,4250
9812,1109694,8.0,4797
9813,913321,8.0,2295
9816,1008842,7.0,2741
9817,715209,1.0,2490
9818,420163,8.0,3509
9820,560755,5.0,2635
9822,985111,6.0,953
9823,1084679,9.0,426
9824,644409,1.0,1959
9825,1089248,4.0,227
9826,661969,7.0,4714
9827,758389,6.0,1943
9828,740152,2.0,4728
9829,738276,1.0,4097
9830,557239,6.0,1940
9831,430896,2.0,1080
9832,614598,10.0,982
9833,371128,3.0,1480
9834,1086831,6.0,2999
9835,547154,9.0,4918
9836,1083021,10.0,2471
9837,576339,8.0,2842
9838,846516,3.0,182
9841,954096,10.0,2600
9843,1132239,6.0,4800
9844,943672,8.0,3563
9847,769291,1.0,1381
9848,442282,6.0,4429
9849,608420,2.0,2782
9850,1055885,2.0,3746
9851,656253,3.0,1816
9852,994073,5.0,4822
9853,441676,6.0,2863
9854,911361,4.0,1149
9855,652210,9.0,1873
9856,862516,4.0,2733
9857,736865,6.0,4438
9858,775333,10.0,2264
9859,912155,6.0,544
9860,561427,6.0,4755
9861,1060869,6.0,4983
9862,694714,7.0,1433
9863,976909,1.0,3105
9865,947284,10.0,2796
9866,445746,9.0,2776
9867,1112796,6.0,2004
9868,408398,10.0,3123
9869,784197,4.0,4346
9870,544829,9.0,2485
9871,1098105,3.0,2357
9873,1079238,4.0,1216
9874,749883,1.0,1528
9875,452522,7.0,1441
9876,1128024,6.0,2419
9877,592464,4.0,3418
9878,429229,9.0,2789
9879,394443,6.0,2971
9880,881044,3.0,808
9881,997833,5.0,4547
9882,825494,8.0,3804
9883,885198,10.0,4014
9884,925548,3.0,3849
9885,540671,9.0,2708
9886,1000451,3.0,3907
9888,1003859,6.0,485
9889,751797,4.0,1425
9891,727719,6.0,1787
9892,989350,2.0,4569
9893,1130824,5.0,4236
9894,437984,3.0,1890
9895,1142070,8.0,1469
9896,766809,2.0,3519
9897,824922,6.0,3817
9899,970725,3.0,4328
9900,702184,6.0,1684
9901,647828,3.0,4129
9902,471796,2.0,4869
9903,358529,1.0,1488
9904,1090060,2.0,1897
9905,528450,4.0,3622
9906,552513,5.0,1141
9907,962754,9.0,4316
9908,757494,4.0,1717
9909,704420,1.0,1927
9910,522141,9.0,3020
9911,429128,6.0,3696
9912,635538,2.0,3939
9913,540054,2.0,639
9915,1132533,7.0,4452
9916,609637,6.0,1173
9917,827231,1.0,2313
9918,1134149,8.0,2155
9919,898618,9.0,3933
9920,881247,2.0,1466
9921,835841,7.0,4388
9922,778570,1.0,4308
9923,914706,6.0,2565
9924,723831,6.0,3190
9925,478945,9.0,3849
9926,1100444,7.0,4913
9927,1053604,7.0,2140
9928,842658,2.0,4277
9929,826317,10.0,4629
9930,774277,7.0,2371
9931,356581,7.0,3433
9933,949410,4.0,4474
9934,1082037,6.0,1695
9935,718813,1.0,1788
9936,725961,9.0,3595
9937,765984,9.0,2068
9938,403224,4.0,1125
9939,419650,1.0,2768
9940,488876,1.0,4086
9941,357846,5.0,4376
